Table: Ground-state properties of even-even nuclei calculated by the DRHBc theory

Z				Proton number
N				Neutron number
A				Mass number
Eb_cal			(MeV) Binding energy from DRHBc calculations
Ebrot_cal		(MeV) Binding energy plus rotational correction energy from DRHBc calculations, which is suggested to be compared with the experimental value
Eb_exp			(MeV) Binding energy from experimental data
S2n				(MeV) Two-neutron separation energy
S2p				(MeV) Two-proton separation energy
Rn				(fm) Neutron root-mean-square radius
Rp				(fm) Proton root-mean-square radius
Rm				(fm) Matter root-mean-square radius
Rch_cal			(fm) Charge radius from DRHBc calculations
Rch_exp			(fm) Charge radius from experimental data
beta_n			Neutron quadrupole deformation
beta_p			Proton quadrupole deformation
beta_t			Matter quadrupole deformation
lam_n			(MeV) Neutron Fermi surface
lam_p			(MeV) Proton Fermi surface

Note: Unavailable data are shown by ####

Z	A	N	Eb_cal	Ebrot_cal	Eb_exp	S2n	S2p	    Rn	    Rp	    Rm	    Rch_cal	Rch_exp	beta_n	beta_p	beta_t	lam_n	lam_p
110	316	206	2186.07	2187.67	####	7.59	16.68	6.82	6.44	6.69	6.49	####	0.263	0.283	0.270	-3.74	-8.01
110	318	208	2193.36	2194.74	####	7.30	17.22	6.85	6.45	6.71	6.50	####	0.263	0.284	0.271	-3.44	-8.25
110	320	210	2199.84	2201.45	####	6.48	17.83	6.87	6.46	6.73	6.51	####	0.264	0.282	0.270	-3.22	-8.57
110	322	212	2206.16	2207.84	####	6.31	18.40	6.89	6.48	6.75	6.53	####	0.266	0.282	0.272	-3.16	-8.87
110	324	214	2212.37	2214.03	####	6.22	18.91	6.92	6.49	6.77	6.54	####	0.270	0.284	0.275	-3.10	-9.13
110	326	216	2218.46	2220.02	####	6.08	19.36	6.94	6.50	6.80	6.55	####	0.274	0.286	0.278	-3.00	-9.35
110	328	218	2224.27	2225.71	####	5.82	19.75	6.96	6.51	6.81	6.56	####	0.274	0.284	0.277	-2.75	-9.56
110	330	220	2229.36	2230.98	####	5.09	20.34	6.98	6.53	6.83	6.58	####	0.271	0.280	0.274	-2.38	-9.83
110	332	222	2233.87	2235.58	####	4.50	20.75	7.00	6.53	6.85	6.58	####	0.263	0.269	0.265	-2.25	-10.04
110	334	224	2238.29	2240.02	####	4.43	21.19	7.02	6.54	6.87	6.59	####	0.254	0.259	0.256	-2.23	-10.26
110	336	226	2242.69	2244.40	####	4.40	21.66	7.04	6.55	6.88	6.60	####	0.247	0.250	0.248	-2.21	-10.48
110	338	228	2247.02	2248.74	####	4.33	22.14	7.06	6.56	6.90	6.61	####	0.241	0.244	0.242	-2.17	-10.71
110	340	230	2251.29	2252.99	####	4.27	22.67	7.08	6.57	6.92	6.62	####	0.236	0.239	0.237	-2.12	-10.97
110	342	232	2255.43	2257.02	####	4.14	23.33	7.10	6.58	6.94	6.63	####	0.231	0.233	0.232	-1.74	-11.29
110	344	234	2258.24	2259.98	####	2.81	23.75	7.12	6.59	6.95	6.63	####	0.220	0.225	0.221	-1.42	-11.51
110	346	236	2260.97	2262.76	####	2.73	24.17	7.14	6.59	6.97	6.64	####	0.206	0.213	0.208	-1.40	-11.74
110	348	238	2263.75	2265.48	####	2.78	24.59	7.15	6.60	6.98	6.65	####	0.186	0.193	0.188	-1.47	-11.95
110	350	240	2266.67	2268.39	####	2.93	24.94	7.17	6.61	7.00	6.65	####	0.169	0.176	0.171	-1.52	-12.16
110	352	242	2269.72	2271.44	####	3.05	25.31	7.19	6.61	7.01	6.66	####	0.153	0.159	0.155	-1.57	-12.37
110	354	244	2272.87	2274.55	####	3.15	25.66	7.21	6.62	7.03	6.67	####	0.139	0.144	0.141	-1.60	-12.55
110	356	246	2276.07	2277.59	####	3.20	25.98	7.23	6.63	7.05	6.67	####	0.128	0.133	0.130	-1.31	-12.72
110	358	248	2278.15	2279.66	####	2.09	26.10	7.25	6.63	7.06	6.68	####	0.107	0.114	0.109	-1.14	-12.79
110	360	250	2280.86	2281.83	####	2.71	26.14	7.26	6.64	7.08	6.68	####	-0.096	-0.085	-0.093	-1.68	-12.85
110	362	252	2284.18	2284.87	####	3.31	26.41	7.28	6.64	7.09	6.69	####	-0.087	-0.076	-0.084	-1.47	-12.98
110	364	254	2287.04	2287.81	####	2.87	26.68	7.31	6.64	7.11	6.69	####	-0.053	-0.047	-0.051	-1.57	-13.12
110	366	256	2290.22	2290.22	####	3.18	26.90	7.33	6.64	7.13	6.69	####	-0.035	-0.030	-0.034	-1.42	-13.24
110	368	258	2293.35	2293.35	####	3.13	27.07	7.36	6.64	7.15	6.69	####	0.000	0.000	0.000	-0.83	-13.33
110	380	270	2293.71	2294.78	####	0.61	28.65	7.52	6.76	7.30	6.81	####	0.132	0.145	0.136	-0.32	-14.11
110	382	272	2294.35	2295.54	####	0.63	28.92	7.54	6.78	7.33	6.82	####	0.151	0.164	0.155	-0.36	-14.24
110	384	274	2295.11	2296.35	####	0.77	29.27	7.57	6.80	7.36	6.85	####	0.172	0.190	0.177	-0.45	-14.41
110	386	276	2296.13	2297.35	####	1.01	29.70	7.60	6.83	7.39	6.88	####	0.194	0.218	0.201	-0.56	-14.60
110	388	278	2297.25	2298.44	####	1.12	30.13	7.63	6.86	7.42	6.90	####	0.211	0.238	0.218	-0.56	-14.80
110	390	280	2298.29	2299.46	####	1.04	30.53	7.65	6.88	7.44	6.92	####	0.224	0.252	0.232	-0.48	-14.99
110	392	282	2299.14	2300.37	####	0.85	30.87	7.68	6.89	7.47	6.94	####	0.235	0.262	0.243	-0.40	-15.15
110	394	284	2299.88	2301.16	####	0.74	31.21	7.71	6.91	7.49	6.95	####	0.246	0.270	0.253	-0.37	-15.32
110	396	286	2300.56	2301.83	####	0.68	31.60	7.73	6.92	7.52	6.97	####	0.254	0.277	0.260	-0.33	-15.50
110	398	288	2301.15	2302.35	####	0.59	32.00	7.75	6.94	7.54	6.99	####	0.259	0.281	0.265	-0.28	-15.70
110	400	290	2301.59	2302.70	####	0.44	32.40	7.77	6.96	7.56	7.00	####	0.263	0.284	0.269	-0.14	-15.89
110	402	292	2301.67	2302.88	####	0.08	32.74	7.80	6.97	7.58	7.02	####	0.268	0.288	0.273	0.01	-16.08
112	270	158	1941.46	1943.68	####	####	0.52	6.26	6.13	6.21	6.18	####	0.246	0.249	0.247	-8.08	0.08
112	272	160	1957.50	1959.80	####	16.04	1.34	6.28	6.14	6.22	6.19	####	0.240	0.242	0.241	-8.00	-0.35
112	274	162	1973.42	1975.61	####	15.92	2.22	6.31	6.15	6.24	6.20	####	0.238	0.240	0.239	-7.42	-0.79
112	276	164	1986.99	1989.22	####	13.57	3.34	6.32	6.15	6.25	6.21	####	0.215	0.218	0.216	-6.85	-1.30
112	278	166	2000.65	2002.77	####	13.67	4.36	6.33	6.16	6.26	6.21	####	0.193	0.198	0.195	-6.82	-1.80
112	280	168	2014.10	2016.23	####	13.44	5.43	6.35	6.17	6.28	6.22	####	0.179	0.186	0.182	-6.64	-2.33
112	282	170	2027.07	2029.31	####	12.97	6.25	6.37	6.18	6.29	6.23	####	0.168	0.176	0.171	-6.42	-2.75
112	284	172	2039.70	2041.98	####	12.63	6.92	6.39	6.18	6.31	6.23	####	0.153	0.163	0.157	-6.29	-3.09
112	286	174	2052.14	2054.34	####	12.44	7.54	6.41	6.19	6.32	6.24	####	0.139	0.150	0.143	-5.88	-3.42
112	288	176	2063.40	2065.40	####	11.25	7.92	6.42	6.19	6.33	6.24	####	0.109	0.118	0.113	-5.71	-3.59
112	290	178	2074.81	2076.32	####	11.42	8.11	6.43	6.19	6.34	6.25	####	0.078	0.084	0.080	-5.71	-3.84
112	292	180	2085.91	2085.91	####	11.09	8.63	6.45	6.20	6.35	6.25	####	0.045	0.048	0.046	-5.66	-4.14
112	294	182	2097.23	2097.23	####	11.32	9.04	6.47	6.20	6.37	6.25	####	0.000	0.000	0.000	-5.72	-4.43
112	296	184	2108.35	2108.35	####	11.12	9.80	6.49	6.20	6.38	6.25	####	0.000	0.000	0.000	-4.93	-4.63
112	298	186	2116.59	2116.59	####	8.24	10.46	6.52	6.23	6.41	6.28	####	0.000	0.000	0.000	-4.13	-4.96
112	300	188	2124.73	2124.73	####	8.14	11.02	6.54	6.25	6.43	6.30	####	0.007	0.009	0.008	-4.10	-5.28
112	302	190	2134.10	2136.61	####	9.36	11.46	6.77	6.48	6.66	6.53	####	0.458	0.458	0.458	-4.76	-5.37
112	304	192	2143.46	2145.89	####	9.37	11.97	6.78	6.48	6.67	6.53	####	0.443	0.443	0.443	-4.68	-5.62
112	306	194	2152.66	2154.93	####	9.20	12.45	6.78	6.48	6.67	6.53	####	0.420	0.421	0.420	-4.60	-5.84
112	308	196	2161.67	2163.78	####	9.01	12.98	6.79	6.48	6.68	6.53	####	0.406	0.408	0.407	-4.44	-6.10
112	310	198	2170.27	2172.25	####	8.60	13.49	6.81	6.49	6.69	6.54	####	0.394	0.398	0.396	-4.15	-6.36
112	312	200	2178.20	2180.38	####	7.93	14.07	6.83	6.50	6.71	6.55	####	0.395	0.399	0.396	-3.88	-6.64
112	314	202	2185.76	2188.03	####	7.56	14.65	6.86	6.52	6.74	6.57	####	0.397	0.400	0.398	-3.75	-6.94
112	316	204	2193.50	2195.21	####	7.73	15.02	6.81	6.46	6.69	6.51	####	0.291	0.305	0.296	-4.02	-7.18
112	318	206	2201.41	2203.03	####	7.91	15.34	6.83	6.46	6.70	6.51	####	0.275	0.293	0.281	-3.94	-7.34
112	320	208	2209.09	2210.58	####	7.69	15.73	6.84	6.47	6.72	6.52	####	0.264	0.286	0.272	-3.72	-7.54
112	322	210	2216.25	2217.87	####	7.15	16.40	6.87	6.48	6.74	6.53	####	0.264	0.285	0.271	-3.53	-7.85
112	324	212	2223.17	2224.83	####	6.92	17.01	6.89	6.50	6.76	6.55	####	0.267	0.286	0.273	-3.43	-8.15
112	326	214	2229.90	2231.54	####	6.74	17.53	6.91	6.51	6.78	6.56	####	0.271	0.289	0.277	-3.34	-8.40
112	328	216	2236.43	2238.00	####	6.53	17.98	6.94	6.53	6.80	6.57	####	0.275	0.291	0.280	-3.22	-8.63
112	330	218	2242.67	2244.17	####	6.24	18.39	6.96	6.53	6.82	6.58	####	0.275	0.289	0.280	-3.00	-8.86
112	332	220	2248.33	2249.92	####	5.67	18.97	6.98	6.55	6.84	6.60	####	0.274	0.286	0.278	-2.62	-9.15
112	334	222	2253.24	2254.93	####	4.91	19.37	7.00	6.56	6.85	6.60	####	0.263	0.273	0.266	-2.46	-9.38
112	336	224	2258.09	2259.80	####	4.85	19.80	7.01	6.56	6.87	6.61	####	0.253	0.261	0.256	-2.44	-9.59
112	338	226	2262.90	2264.64	####	4.81	20.21	7.03	6.57	6.88	6.62	####	0.246	0.251	0.248	-2.42	-9.80
112	340	228	2267.67	2269.46	####	4.78	20.65	7.05	6.58	6.90	6.63	####	0.239	0.242	0.240	-2.40	-10.01
112	342	230	2272.45	2274.23	####	4.77	21.16	7.07	6.58	6.92	6.63	####	0.232	0.234	0.233	-2.39	-10.25
112	344	232	2277.20	2278.83	####	4.75	21.77	7.09	6.59	6.94	6.64	####	0.228	0.229	0.228	-2.04	-10.53
112	346	234	2280.48	2282.27	####	3.28	22.24	7.11	6.60	6.95	6.65	####	0.216	0.218	0.217	-1.65	-10.77
112	348	236	2283.69	2285.58	####	3.21	22.72	7.13	6.61	6.97	6.66	####	0.202	0.207	0.204	-1.64	-11.02
112	350	238	2286.94	2288.81	####	3.25	23.19	7.15	6.62	6.98	6.66	####	0.184	0.189	0.186	-1.70	-11.27
112	352	240	2290.33	2292.18	####	3.40	23.66	7.16	6.62	6.99	6.67	####	0.168	0.172	0.169	-1.75	-11.52
112	354	242	2293.82	2295.66	####	3.49	24.10	7.18	6.63	7.01	6.68	####	0.153	0.157	0.154	-1.78	-11.74
112	356	244	2297.36	2299.15	####	3.53	24.49	7.20	6.64	7.03	6.68	####	0.139	0.145	0.141	-1.78	-11.93
112	358	246	2300.88	2302.53	####	3.53	24.81	7.22	6.64	7.05	6.69	####	0.129	0.135	0.131	-1.46	-12.09
112	360	248	2303.09	2304.70	####	2.21	24.94	7.24	6.65	7.06	6.69	####	0.108	0.117	0.111	-1.21	-12.16
112	362	250	2305.78	2307.02	####	2.68	24.92	7.25	6.65	7.07	6.70	####	0.079	0.080	0.079	-1.61	-12.30
112	364	252	2309.09	2309.93	####	3.32	24.92	7.27	6.65	7.09	6.70	####	0.052	0.048	0.051	-1.72	-12.48
112	366	254	2312.56	2312.56	####	3.46	25.52	7.29	6.66	7.10	6.70	####	0.005	0.005	0.005	-1.80	-12.63
112	368	256	2316.07	2316.07	####	3.51	25.84	7.32	6.66	7.12	6.70	####	0.000	0.000	0.000	-1.73	-12.72
112	370	258	2319.41	2319.41	####	3.34	26.05	7.35	6.66	7.14	6.71	####	0.000	0.000	0.000	-0.97	-12.80
112	378	266	2319.62	2320.54	####	0.63	27.18	7.45	6.74	7.24	6.79	####	0.085	0.097	0.088	-0.43	-13.38
112	380	268	2320.50	2321.43	####	0.88	27.39	7.47	6.76	7.27	6.80	####	0.107	0.119	0.110	-0.45	-13.49
112	382	270	2321.83	2323.73	####	1.33	28.11	7.65	6.97	7.46	7.01	####	0.437	0.431	0.435	-0.69	-13.92
112	384	272	2323.12	2325.02	####	1.30	28.78	7.67	6.98	7.48	7.03	####	0.437	0.432	0.436	-0.62	-14.12
112	386	274	2324.25	2326.11	####	1.12	29.13	7.69	7.00	7.50	7.04	####	0.436	0.431	0.435	-0.52	-14.32
112	388	276	2325.11	2326.95	####	0.87	28.99	7.70	7.00	7.51	7.05	####	0.423	0.419	0.422	-0.43	-14.50
112	390	278	2325.94	2327.62	####	0.82	28.69	7.69	6.99	7.49	7.03	####	0.384	0.379	0.383	-0.50	-14.65
112	392	280	2327.64	2328.80	####	1.70	29.35	7.64	6.89	7.44	6.94	####	0.223	0.253	0.231	-0.65	-14.41
112	394	282	2328.81	2330.08	####	1.17	29.68	7.67	6.91	7.46	6.96	####	0.234	0.263	0.242	-0.57	-14.56
112	396	284	2329.89	2331.22	####	1.08	30.01	7.69	6.93	7.49	6.97	####	0.244	0.271	0.252	-0.54	-14.72
112	398	286	2330.92	2332.22	####	1.03	30.36	7.72	6.94	7.51	6.99	####	0.252	0.277	0.259	-0.51	-14.89
112	400	288	2331.89	2333.11	####	0.97	30.74	7.74	6.96	7.53	7.01	####	0.258	0.282	0.264	-0.46	-15.06
112	402	290	2332.71	2333.85	####	0.82	31.12	7.76	6.97	7.55	7.02	####	0.262	0.285	0.268	-0.34	-15.24
112	404	292	2333.21	2334.38	####	0.50	31.54	7.79	6.99	7.57	7.04	####	0.267	0.290	0.273	-0.16	-15.45
112	406	294	2333.36	2334.60	####	0.15	31.81	7.81	7.00	7.60	7.05	####	0.271	0.292	0.277	-0.06	-15.59
112	408	296	2333.39	2334.67	####	0.03	32.07	7.83	7.01	7.62	7.06	####	0.273	0.292	0.278	-0.02	-15.72
112	410	298	2333.36	2334.66	####	-0.04	32.33	7.86	7.02	7.64	7.07	####	0.274	0.292	0.279	0.02	-15.87
114	274	160	1957.44	1959.76	####	####	-0.06	6.29	6.16	6.23	6.21	####	0.232	0.232	0.232	-8.44	0.38
114	276	162	1974.23	1976.42	####	16.79	0.81	6.31	6.17	6.25	6.22	####	0.231	0.230	0.231	-7.88	-0.04
114	278	164	1988.86	1991.27	####	14.63	1.87	6.32	6.17	6.26	6.22	####	0.212	0.212	0.212	-7.32	-0.54
114	280	166	2003.48	2005.77	####	14.62	2.83	6.34	6.18	6.27	6.23	####	0.190	0.192	0.190	-7.33	-0.95
114	282	168	2018.00	2020.20	####	14.51	3.90	6.35	6.19	6.29	6.24	####	0.175	0.179	0.177	-7.12	-1.41
114	284	170	2031.78	2034.21	####	13.78	4.71	6.37	6.20	6.30	6.25	####	0.167	0.172	0.169	-6.79	-1.86
114	286	172	2045.12	2047.60	####	13.34	5.42	6.39	6.20	6.32	6.25	####	0.154	0.163	0.158	-6.62	-2.22
114	288	174	2058.21	2060.54	####	13.09	6.07	6.41	6.21	6.33	6.26	####	0.140	0.151	0.144	-6.15	-2.54
114	290	176	2069.74	2071.83	####	11.53	6.34	6.42	6.21	6.34	6.26	####	0.111	0.122	0.115	-5.89	-2.71
114	292	178	2081.74	2083.20	####	12.01	6.93	6.43	6.21	6.35	6.26	####	0.074	0.077	0.075	-6.03	-3.15
114	294	180	2093.49	2093.49	####	11.74	7.58	6.45	6.21	6.36	6.26	####	0.039	0.039	0.039	-5.98	-3.49
114	296	182	2105.41	2105.41	####	11.93	8.18	6.47	6.22	6.37	6.27	####	0.000	0.000	0.000	-5.94	-3.76
114	298	184	2116.93	2116.93	####	11.52	8.58	6.49	6.22	6.39	6.27	####	0.000	0.000	0.000	-5.17	-3.96
114	300	186	2125.82	2125.82	####	8.88	9.22	6.51	6.24	6.41	6.29	####	0.000	0.000	0.000	-4.45	-4.29
114	302	188	2134.59	2134.59	####	8.77	9.85	6.54	6.26	6.44	6.31	####	0.000	0.000	0.000	-4.41	-4.61
114	304	190	2144.16	2146.74	####	9.57	10.06	6.78	6.51	6.68	6.56	####	0.469	0.475	0.471	-4.98	-4.74
114	306	192	2154.01	2156.51	####	9.85	10.55	6.79	6.51	6.69	6.56	####	0.454	0.458	0.456	-4.93	-4.97
114	308	194	2163.70	2166.12	####	9.69	11.04	6.80	6.52	6.70	6.57	####	0.442	0.445	0.443	-4.79	-5.21
114	310	196	2173.14	2175.35	####	9.44	11.47	6.80	6.51	6.70	6.56	####	0.413	0.416	0.414	-4.68	-5.41
114	312	198	2182.22	2184.31	####	9.08	11.95	6.81	6.51	6.70	6.56	####	0.396	0.400	0.398	-4.42	-5.65
114	314	200	2190.73	2192.99	####	8.51	12.53	6.83	6.52	6.72	6.57	####	0.395	0.399	0.397	-4.17	-5.93
114	316	202	2198.89	2201.23	####	8.16	13.13	6.86	6.54	6.75	6.59	####	0.397	0.401	0.399	-4.04	-6.21
114	318	204	2207.01	2208.75	####	8.12	13.52	6.81	6.48	6.70	6.53	####	0.296	0.306	0.300	-4.22	-6.36
114	320	206	2215.29	2216.95	####	8.28	13.89	6.83	6.48	6.71	6.53	####	0.279	0.294	0.284	-4.12	-6.57
114	322	208	2223.37	2224.96	####	8.08	14.28	6.84	6.49	6.72	6.54	####	0.266	0.285	0.272	-3.99	-6.79
114	324	210	2231.15	2232.77	####	7.77	14.90	6.86	6.50	6.74	6.55	####	0.263	0.282	0.269	-3.84	-7.08
114	326	212	2238.65	2240.28	####	7.50	15.48	6.89	6.52	6.76	6.57	####	0.264	0.284	0.271	-3.70	-7.37
114	328	214	2245.89	2247.50	####	7.24	15.99	6.91	6.53	6.78	6.58	####	0.269	0.287	0.275	-3.58	-7.62
114	330	216	2252.88	2254.48	####	6.99	16.45	6.94	6.54	6.80	6.59	####	0.273	0.289	0.279	-3.45	-7.85
114	332	218	2259.61	2261.18	####	6.72	16.94	6.96	6.55	6.82	6.60	####	0.274	0.289	0.279	-3.28	-8.11
114	334	220	2265.90	2267.47	####	6.30	17.57	6.98	6.57	6.84	6.62	####	0.274	0.289	0.279	-2.89	-8.43
114	336	222	2271.30	2272.96	####	5.40	18.06	6.99	6.58	6.86	6.63	####	0.262	0.274	0.266	-2.71	-8.72
114	338	224	2276.61	2278.30	####	5.31	18.52	7.01	6.58	6.87	6.63	####	0.253	0.262	0.256	-2.66	-8.96
114	340	226	2281.82	2283.60	####	5.21	18.92	7.03	6.59	6.89	6.64	####	0.245	0.253	0.248	-2.63	-9.18
114	342	228	2287.03	2288.88	####	5.21	19.36	7.05	6.60	6.90	6.65	####	0.237	0.242	0.239	-2.63	-9.41
114	344	230	2292.28	2294.13	####	5.26	19.84	7.07	6.60	6.92	6.65	####	0.230	0.233	0.231	-2.64	-9.64
114	346	232	2297.55	2299.23	####	5.27	20.36	7.09	6.61	6.94	6.66	####	0.226	0.227	0.226	-2.27	-9.86
114	348	234	2301.30	2303.17	####	3.75	20.83	7.11	6.62	6.95	6.67	####	0.213	0.215	0.214	-1.89	-10.08
114	350	236	2305.03	2307.02	####	3.73	21.34	7.13	6.62	6.97	6.67	####	0.200	0.202	0.200	-1.89	-10.31
114	352	238	2308.79	2310.82	####	3.76	21.85	7.14	6.63	6.98	6.68	####	0.184	0.186	0.184	-1.93	-10.54
114	354	240	2312.67	2314.64	####	3.88	22.33	7.16	6.64	6.99	6.69	####	0.167	0.169	0.168	-1.98	-10.74
114	356	242	2316.58	2318.53	####	3.91	22.76	7.17	6.65	7.01	6.69	####	0.153	0.157	0.155	-1.97	-10.93
114	358	244	2320.47	2322.38	####	3.89	23.12	7.19	6.65	7.03	6.70	####	0.141	0.147	0.143	-1.95	-11.10
114	360	246	2324.33	2326.09	####	3.86	23.45	7.22	6.66	7.04	6.70	####	0.130	0.138	0.133	-1.56	-11.28
114	362	248	2326.68	2328.37	####	2.35	23.58	7.23	6.66	7.06	6.71	####	0.109	0.118	0.112	-1.32	-11.40
114	364	250	2329.74	2330.89	####	3.06	23.96	7.24	6.66	7.07	6.71	####	0.073	0.069	0.071	-1.86	-11.72
114	366	252	2333.44	2333.44	####	3.70	24.35	7.26	6.67	7.08	6.71	####	0.045	0.040	0.043	-1.88	-11.92
114	368	254	2337.22	2337.22	####	3.78	24.67	7.28	6.67	7.10	6.72	####	0.000	0.000	0.000	-1.91	-12.07
114	370	256	2340.92	2340.92	####	3.69	24.85	7.31	6.67	7.12	6.72	####	0.000	0.000	0.000	-1.82	-12.17
114	372	258	2344.42	2344.42	####	3.50	25.01	7.34	6.67	7.14	6.72	####	0.000	0.000	0.000	-1.10	-12.25
114	374	260	2344.59	2344.59	####	0.18	25.39	7.36	6.69	7.16	6.74	####	0.000	0.000	0.000	-0.13	-12.45
114	376	262	2344.81	2344.81	####	0.21	25.78	7.38	6.71	7.18	6.76	####	0.000	0.000	0.000	-0.15	-12.65
114	378	264	2345.05	2345.05	####	0.24	26.06	7.40	6.73	7.20	6.78	####	0.000	0.000	0.000	-0.16	-12.85
114	380	266	2345.81	2346.82	####	0.76	26.19	7.43	6.75	7.23	6.80	####	0.072	0.084	0.076	-0.49	-12.89
114	382	268	2347.22	2349.19	####	1.40	26.72	7.62	6.98	7.43	7.02	####	0.435	0.431	0.434	-0.93	-13.10
114	384	270	2349.00	2350.96	####	1.78	27.17	7.64	6.99	7.45	7.03	####	0.435	0.431	0.434	-0.88	-13.28
114	386	272	2350.68	2352.62	####	1.69	27.56	7.66	7.00	7.47	7.05	####	0.435	0.431	0.434	-0.82	-13.47
114	388	274	2352.21	2354.09	####	1.53	27.96	7.68	7.02	7.49	7.06	####	0.433	0.429	0.432	-0.72	-13.66
114	390	276	2353.48	2355.31	####	1.27	28.36	7.70	7.02	7.51	7.07	####	0.425	0.421	0.424	-0.59	-13.87
114	392	278	2354.62	2356.27	####	1.14	28.69	7.68	7.00	7.48	7.04	####	0.377	0.369	0.374	-0.69	-14.07
114	394	280	2355.85	2357.42	####	1.23	28.21	7.69	7.01	7.50	7.05	####	0.372	0.364	0.370	-0.56	-14.25
114	396	282	2357.30	2358.60	####	1.45	28.49	7.66	6.93	7.45	6.97	####	0.231	0.259	0.239	-0.72	-13.98
114	398	284	2358.69	2360.04	####	1.39	28.80	7.68	6.94	7.48	6.99	####	0.241	0.267	0.248	-0.70	-14.13
114	400	286	2360.05	2361.36	####	1.35	29.13	7.70	6.96	7.50	7.01	####	0.249	0.273	0.256	-0.68	-14.28
114	402	288	2361.35	2362.59	####	1.30	29.46	7.73	6.98	7.52	7.02	####	0.255	0.278	0.262	-0.63	-14.44
114	404	290	2362.52	2363.70	####	1.17	29.81	7.75	6.99	7.54	7.04	####	0.260	0.283	0.266	-0.53	-14.60
114	406	292	2363.43	2364.54	####	0.91	30.21	7.77	7.01	7.57	7.05	####	0.265	0.288	0.271	-0.33	-14.79
114	408	294	2363.86	2365.10	####	0.43	30.50	7.80	7.02	7.59	7.06	####	0.268	0.290	0.274	-0.20	-14.94
114	410	296	2364.17	2365.50	####	0.32	30.78	7.82	7.03	7.61	7.08	####	0.270	0.290	0.275	-0.17	-15.09
114	412	298	2364.46	2365.83	####	0.28	31.10	7.84	7.04	7.63	7.09	####	0.271	0.290	0.276	-0.15	-15.26
114	414	300	2364.72	2366.09	####	0.27	31.45	7.86	7.05	7.65	7.10	####	0.271	0.289	0.276	-0.14	-15.44
114	416	302	2364.98	2366.26	####	0.25	31.83	7.88	7.07	7.67	7.11	####	0.271	0.288	0.276	-0.12	-15.62
114	418	304	2365.15	2366.21	####	0.18	32.24	7.90	7.08	7.69	7.13	####	0.271	0.288	0.276	0.09	-15.81
116	282	166	2004.31	2007.11	####	####	0.83	6.35	6.20	6.29	6.25	####	0.199	0.201	0.200	-7.65	0.13
116	284	168	2019.48	2022.18	####	15.17	1.49	6.36	6.21	6.30	6.26	####	0.181	0.185	0.183	-7.58	-0.19
116	286	170	2034.42	2037.11	####	14.94	2.64	6.38	6.22	6.31	6.27	####	0.170	0.176	0.172	-7.29	-0.63
116	288	172	2048.51	2051.31	####	14.09	3.39	6.40	6.23	6.33	6.28	####	0.164	0.172	0.167	-6.87	-0.96
116	290	174	2061.97	2064.50	####	13.46	3.76	6.41	6.23	6.34	6.28	####	0.145	0.158	0.150	-6.32	-1.29
116	292	176	2074.20	2076.19	####	12.23	4.46	6.42	6.22	6.34	6.27	####	0.100	0.105	0.102	-6.51	-1.88
116	294	178	2087.33	2088.60	####	13.13	5.59	6.43	6.22	6.35	6.28	####	0.067	0.066	0.067	-6.38	-2.48
116	296	180	2099.74	2099.74	####	12.41	6.26	6.45	6.23	6.36	6.28	####	0.034	0.033	0.033	-6.26	-2.79
116	298	182	2112.17	2112.17	####	12.42	6.76	6.47	6.23	6.38	6.28	####	0.000	0.000	0.000	-6.16	-3.03
116	300	184	2124.10	2124.10	####	11.93	7.17	6.49	6.24	6.39	6.29	####	0.000	0.000	0.000	-5.37	-3.24
116	302	186	2133.63	2133.63	####	9.53	7.81	6.51	6.26	6.42	6.31	####	0.000	0.000	0.000	-4.77	-3.56
116	304	188	2143.03	2143.03	####	9.40	8.45	6.54	6.28	6.44	6.33	####	0.000	0.000	0.000	-4.72	-3.86
116	306	190	2153.03	2155.66	####	9.99	8.87	6.79	6.55	6.70	6.60	####	0.481	0.493	0.485	-5.17	-4.17
116	308	192	2163.29	2165.84	####	10.26	9.28	6.80	6.55	6.70	6.59	####	0.464	0.474	0.468	-5.15	-4.36
116	310	194	2173.47	2175.94	####	10.18	9.76	6.81	6.55	6.72	6.60	####	0.454	0.462	0.457	-5.02	-4.59
116	312	196	2183.27	2185.57	####	9.80	10.12	6.81	6.54	6.71	6.59	####	0.421	0.427	0.423	-4.92	-4.77
116	314	198	2192.82	2195.04	####	9.55	10.60	6.82	6.54	6.72	6.59	####	0.402	0.408	0.404	-4.67	-5.01
116	316	200	2201.85	2204.15	####	9.03	11.12	6.83	6.54	6.73	6.59	####	0.394	0.398	0.396	-4.44	-5.26
116	318	202	2210.56	2212.92	####	8.71	11.66	6.86	6.56	6.75	6.61	####	0.394	0.398	0.395	-4.32	-5.52
116	320	204	2219.07	2221.43	####	8.51	12.05	6.88	6.58	6.78	6.63	####	0.396	0.399	0.397	-4.22	-5.79
116	322	206	2227.65	2229.44	####	8.58	12.36	6.83	6.51	6.71	6.56	####	0.284	0.295	0.288	-4.33	-5.88
116	324	208	2236.18	2237.89	####	8.53	12.80	6.84	6.51	6.73	6.56	####	0.269	0.283	0.274	-4.25	-6.11
116	326	210	2244.52	2246.19	####	8.35	13.38	6.86	6.52	6.74	6.57	####	0.261	0.277	0.267	-4.13	-6.37
116	328	212	2252.60	2254.22	####	8.07	13.95	6.88	6.53	6.76	6.58	####	0.261	0.278	0.267	-3.97	-6.65
